SQLDATE,Actor1Name,Actor2Name,QuadClass,GoldsteinScale,NumArticles,AvgTone,IsHumanitarianCrisis,sum,count,mean
2014-02-24,,YEMEN,3,-2.0,8,-4.58015267175573,False,0,3,0.0
2014-02-25,SHIITE,CHIEF OF STATE,4,-5.0,10,-1.70940170940171,False,0,4,0.0
2014-02-25,PRESIDENT,,4,-8.0,10,-4.64135021097046,False,0,4,0.0
2014-02-25,YEMENI,,3,-6.5,3,-5.73476702508961,False,0,4,0.0
2014-02-25,CHIEF OF STATE,MILITIA,4,-5.0,10,-1.70940170940171,False,0,4,0.0
2014-02-26,TRAVELER,AFGHANISTAN,1,1.9,3,-2.54237288135594,False,0,1,0.0
2014-02-27,SANAA,SHIITE,1,3.4,1,-10.8949416342412,False,0,11,0.0
2014-02-27,UPRISING,ALI ABDULLAH SALEH,3,-5.0,5,-9.28571428571429,False,0,11,0.0
2014-02-27,YEMENI,SHIITE,1,3.4,6,-9.89583333333333,False,0,11,0.0
2014-02-27,YEMENI,SANAA,3,-6.5,6,-9.89583333333333,False,0,11,0.0
2014-02-27,YEMENI,SHIITE,1,3.4,2,-9.89583333333333,False,0,11,0.0
2014-02-27,SANAA,SHIITE,1,3.4,5,-10.8949416342412,False,0,11,0.0
2014-02-27,YEMENI,SHIITE,3,-6.5,2,-9.89583333333333,False,0,11,0.0
2014-02-27,ASSOCIATED PRESS,SHIITE,1,3.4,70,-6.82560491734198,False,0,11,0.0
2014-02-27,SANAA,SHIITE,1,3.4,4,-7.36,False,0,11,0.0
2014-02-27,SANAA,SHIITE,1,3.4,6,-7.36,False,0,11,0.0
2014-02-27,HANI,SHIITE,1,3.4,10,-6.6334991708126,False,0,11,0.0
2014-02-28,SANA,REBEL,1,3.4,10,-5.67685589519651,False,0,3,0.0
2014-02-28,SANAA,YEMEN,1,2.8,10,-2.57009345794393,False,0,3,0.0
2014-02-28,YEMEN,SANAA,1,1.9,10,-2.57009345794393,False,0,3,0.0
2014-03-01,THE SECURITY COUNCIL,YEMEN,3,-2.0,10,-5.69620253164557,False,0,3,0.0
2014-03-01,YEMEN,SANAA,1,1.9,5,-2.50569476082005,False,0,3,0.0
2014-03-01,SANAA,YEMEN,1,2.8,5,-2.50569476082005,False,0,3,0.0
2014-03-02,GOVERNMENT,,3,-4.0,6,-7.76315789473684,False,0,2,0.0
2014-03-02,YEMEN,,4,-10.0,10,-6.52173913043478,False,0,2,0.0
2014-03-03,GOVERNMENT,,3,-4.0,6,-7.01545778834721,False,0,3,0.0
2014-03-03,IRAN,,4,-10.0,2,-5.36779324055666,False,0,3,0.0
2014-03-03,AL QAEDA,YEMEN,4,-9.5,8,-10.6831843699298,False,0,3,0.0
2014-03-04,MILITANT,SANAA,1,0.4,5,-2.86975717439293,False,0,10,0.0
2014-03-04,AL QAEDA,YEMEN,4,-10.0,2,-10.161662817552,False,0,10,0.0
2014-03-04,YEMEN,AL QAEDA,4,-10.0,2,-10.161662817552,False,0,10,0.0
2014-03-04,AL QAEDA,SHIITE,4,-10.0,2,-10.3734439834024,False,0,10,0.0
2014-03-04,SANAA,YEMEN,1,2.8,5,-2.50569476082005,False,0,10,0.0
2014-03-04,YEMEN,SANAA,1,1.9,5,-2.50569476082005,False,0,10,0.0
2014-03-04,AL QAEDA,YEMEN,4,-9.5,2,-10.161662817552,False,0,10,0.0
2014-03-04,AL QAIDA,YEMEN,4,-9.5,2,-10.9090909090909,False,0,10,0.0
2014-03-04,YEMEN,SHIITE,4,-9.5,10,-1.15384615384615,False,0,10,0.0
2014-03-04,AL QAEDA,YEMEN,4,-10.0,2,-10.0737100737101,False,0,10,0.0
2014-03-05,DIPLOMAT,,3,-2.0,6,-4.06976744186046,True,5,11,0.45454545454545453
2014-03-05,AMBASSADOR,YEMEN,4,-10.0,2,-4.06976744186046,False,5,11,0.45454545454545453
2014-03-05,SARAWAK,TOURIST,1,2.8,2,2.15827338129496,False,5,11,0.45454545454545453
2014-03-05,YEMEN,AMBASSADOR,3,-2.0,2,-4.06976744186046,True,5,11,0.45454545454545453
2014-03-05,YEMEN,IRAN,1,-0.4,1,-2.19435736677116,False,5,11,0.45454545454545453
2014-03-05,DIPLOMAT,YEMEN,3,-2.0,2,-4.06976744186046,True,5,11,0.45454545454545453
2014-03-05,GOVERNMENT,,3,-4.0,3,-7.375,False,5,11,0.45454545454545453
2014-03-05,TOURIST,SARAWAK,1,1.9,2,2.15827338129496,False,5,11,0.45454545454545453
2014-03-05,AMBASSADOR,YEMEN,4,-9.0,2,-4.06976744186046,True,5,11,0.45454545454545453
2014-03-05,AMBASSADOR,YEMEN,4,-9.0,2,-4.06976744186046,True,5,11,0.45454545454545453
2014-03-05,AMBASSADOR,YEMEN,4,-10.0,2,-4.06976744186046,False,5,11,0.45454545454545453
2014-03-06,BUSINESS,,1,0.0,6,2.1559633027523,False,7,13,0.5384615384615384
2014-03-06,DIPLOMAT,,3,-2.0,18,-3.16281058203818,True,7,13,0.5384615384615384
2014-03-06,YEMEN,AMBASSADOR,3,-2.0,6,-3.16281058203818,True,7,13,0.5384615384615384
2014-03-06,AMBASSADOR,YEMEN,4,-10.0,2,-3.64741641337387,False,7,13,0.5384615384615384
2014-03-06,YEMEN,AMBASSADOR,3,-2.0,2,-4.04761904761904,True,7,13,0.5384615384615384
2014-03-06,UNITED ARAB EMIRATES,BUSINESS,1,0.0,2,2.1559633027523,False,7,13,0.5384615384615384
2014-03-06,AMBASSADOR,YEMEN,4,-10.0,6,-3.16281058203818,False,7,13,0.5384615384615384
2014-03-06,AMBASSADOR,YEMEN,4,-9.0,6,-3.16281058203818,True,7,13,0.5384615384615384
2014-03-06,AMBASSADOR,YEMEN,4,-9.0,2,-4.04761904761904,True,7,13,0.5384615384615384
2014-03-06,AMBASSADOR,YEMEN,4,-9.0,6,-3.16281058203818,True,7,13,0.5384615384615384
2014-03-06,DIPLOMAT,YEMEN,3,-2.0,6,-3.16281058203818,True,7,13,0.5384615384615384
2014-03-06,AMBASSADOR,YEMEN,4,-10.0,6,-3.16281058203818,False,7,13,0.5384615384615384
2014-03-06,AMBASSADOR,YEMEN,4,-10.0,2,-3.78457059679767,False,7,13,0.5384615384615384
2014-03-08,AL QAEDA,YEMEN,4,-9.5,6,-3.8522465437788,False,0,9,0.0
2014-03-08,SHIITE,AL QAEDA,4,-10.0,4,-3.8522465437788,False,0,9,0.0
2014-03-08,MINISTRY,,3,-4.0,8,-5.94059405940594,False,0,9,0.0
2014-03-08,AL QAEDA,SHIITE,4,-10.0,4,-3.8522465437788,False,0,9,0.0
2014-03-08,EMPLOYEE,,1,3.4,10,3.34075723830735,False,0,9,0.0
2014-03-08,EMPLOYEE,,4,-5.0,10,3.34075723830735,False,0,9,0.0
2014-03-08,MINISTRY,YEMEN,3,-4.0,2,-5.94059405940594,False,0,9,0.0
2014-03-08,,YEMEN,4,-10.0,10,-1.13636363636363,False,0,9,0.0
2014-03-08,AL QAEDA,YEMEN,4,-10.0,6,-3.8522465437788,False,0,9,0.0
2014-03-09,AL QAEDA,SHIITE,4,-10.0,2,-4.26540284360189,False,0,4,0.0
2014-03-09,AL QAEDA,YEMEN,4,-10.0,3,-4.26540284360189,False,0,4,0.0
2014-03-09,AL QAEDA,YEMEN,4,-9.5,3,-4.26540284360189,False,0,4,0.0
2014-03-09,SHIITE,AL QAEDA,4,-10.0,2,-4.26540284360189,False,0,4,0.0
2014-03-10,EMPLOYEE,,4,-5.0,10,4.79846449136276,False,0,3,0.0
2014-03-10,EMPLOYEE,,1,3.4,10,4.79846449136276,False,0,3,0.0
2014-03-10,RIYADH,TERRORIST ORGANIZATION,3,-2.0,5,0.0,False,0,3,0.0
2014-03-11,WORLD BANK,YEMEN,2,7.4,10,-2.21198156682028,False,0,2,0.0
2014-03-11,WORLD BANK,YEMEN,1,3.4,10,-2.21198156682028,False,0,2,0.0
2014-03-12,YEMEN,YEMENI,2,7.0,8,-10.0694444444445,False,0,2,0.0
2014-03-12,SANAA,PARLIAMENT,4,-4.0,10,-9.65700965700967,False,0,2,0.0
2014-03-13,SANAA,PARLIAMENT,4,-4.0,5,-3.64741641337386,False,0,3,0.0
2014-03-13,YEMEN,CLERIC,4,-10.0,7,-5.0761421319797,False,0,3,0.0
2014-03-13,SHIITE,SANA,4,-9.5,3,-0.8298755186722,False,0,3,0.0
2014-03-14,WORLD BANK,YEMEN,1,3.4,15,-2.37091964272662,False,0,3,0.0
2014-03-14,YEMEN,IRAN,1,4.0,1,2.50696378830084,False,0,3,0.0
2014-03-14,WORLD BANK,YEMEN,2,7.4,20,-2.39033468797053,False,0,3,0.0
2014-03-15,SANAA,WRITER,1,2.8,10,-10.6194690265487,False,0,2,0.0
2014-03-15,WRITER,SANAA,1,1.9,10,-10.6194690265487,False,0,2,0.0
2014-03-16,PRESIDENT,YEMEN,4,-5.0,2,-2.28384991843393,False,0,8,0.0
2014-03-16,UNITED STATES,SECURITY OFFICIAL,3,-2.0,2,-6.58602150537635,False,0,8,0.0
2014-03-16,DEFENSE MINIST,ABDULLAH,4,-5.0,1,-2.28384991843393,False,0,8,0.0
2014-03-16,AMERICAN,SECURITY OFFICIAL,3,-2.0,5,-6.58602150537635,False,0,8,0.0
2014-03-16,AMERICAN,SECURITY OFFICIAL,4,-10.0,6,-6.58602150537635,False,0,8,0.0
2014-03-16,DEFENSE MINIST,YEMEN,4,-5.0,2,-2.28384991843393,False,0,8,0.0
2014-03-16,UNITED STATES,SECURITY OFFICIAL,4,-10.0,2,-6.58602150537635,False,0,8,0.0
2014-03-16,AMERICAN,SECURITY OFFICIAL,3,-2.0,1,-6.58602150537635,False,0,8,0.0
2014-03-17,OBAMA,YEMEN,4,-10.0,10,-3.46534653465346,False,0,13,0.0
2014-03-17,OSAMA BIN LADEN,YEMEN,1,2.8,5,-3.68523473607395,False,0,13,0.0
2014-03-17,ASYLUM SEEKER,ADEN,1,2.8,10,-5.25252525252525,False,0,13,0.0
2014-03-17,GOVERNMENT SOLDIER,OSAMA BIN LADEN,1,2.8,2,-3.68523473607395,False,0,13,0.0
2014-03-17,OSAMA BIN LADEN,YEMEN,1,2.8,2,-3.68523473607395,False,0,13,0.0
2014-03-17,ADEN,ASYLUM SEEKER,1,1.9,5,-5.25252525252525,False,0,13,0.0
2014-03-17,OBAMA,YEMEN,3,-2.0,10,1.3129102844639,False,0,13,0.0
2014-03-17,OSAMA BIN LADEN,GOVERNMENT SOLDIER,1,1.9,2,-3.68523473607395,False,0,13,0.0
2014-03-17,YEMEN,OSAMA BIN LADEN,1,1.9,1,-3.68523473607395,False,0,13,0.0
2014-03-17,OBAMA,YEMEN,1,3.4,10,1.3129102844639,False,0,13,0.0
2014-03-17,YEMEN,OSAMA BIN LADEN,1,1.9,5,-3.68523473607395,False,0,13,0.0
2014-03-17,OSAMA BIN LADEN,YEMEN,1,2.8,1,-3.68523473607395,False,0,13,0.0
2014-03-17,YEMEN,OSAMA BIN LADEN,1,1.9,2,-3.68523473607395,False,0,13,0.0
2014-03-18,BARACK OBAMA,YEMEN,4,-10.0,10,-3.57142857142857,False,0,1,0.0
2014-03-19,REBEL,REGIME,4,-10.0,3,-5.27472527472527,False,0,14,0.0
2014-03-19,ABDULLAH,JORDAN,1,1.9,1,-5.39798719121683,False,0,14,0.0
2014-03-19,REGIME,REBEL,4,-7.0,3,-5.27472527472527,False,0,14,0.0
2014-03-19,REGIME,YEMEN,4,-7.0,1,-5.27472527472527,False,0,14,0.0
2014-03-19,JORDAN,ABDULLAH,1,2.8,1,-5.39798719121683,False,0,14,0.0
2014-03-19,TURKEY,,1,3.0,1,-5.39798719121683,False,0,14,0.0
2014-03-19,YEMEN,REBEL,1,3.4,10,-7.86516853932584,False,0,14,0.0
2014-03-19,REBEL,REGIME,4,-7.0,3,-5.27472527472527,False,0,14,0.0
2014-03-19,OBAMA,YEMEN,4,-10.0,10,-3.49819059107359,False,0,14,0.0
2014-03-19,REGIME,YEMEN,4,-7.0,1,-5.27472527472527,False,0,14,0.0
2014-03-19,YEMEN,REGIME,4,-7.0,1,-5.27472527472527,False,0,14,0.0
2014-03-19,YEMEN,REGIME,4,-7.0,1,-5.27472527472527,False,0,14,0.0
2014-03-19,ABDULLAH,JORDAN,1,1.9,3,-5.39798719121683,False,0,14,0.0
2014-03-19,YEMEN,REBEL,1,3.4,5,-8.42332613390929,False,0,14,0.0
2014-03-20,YEMEN,PRESIDENT,2,5.0,2,-5.63380281690141,False,0,19,0.0
2014-03-20,,YEMEN,2,5.0,2,-5.63380281690141,False,0,19,0.0
2014-03-20,REBEL,REGIME,4,-10.0,3,-5.27472527472527,False,0,19,0.0
2014-03-20,YEMEN,REGIME,4,-7.0,1,-5.27472527472527,False,0,19,0.0
2014-03-20,SHIITE,SANAA,4,-9.5,10,-5.14018691588785,False,0,19,0.0
2014-03-20,YEMEN,REBEL,1,3.4,5,-7.86516853932584,False,0,19,0.0
2014-03-20,REGIME,YEMEN,4,-7.0,1,-5.27472527472527,False,0,19,0.0
2014-03-20,,YEMEN,2,5.0,2,-5.63380281690141,False,0,19,0.0
2014-03-20,REGIME,YEMEN,4,-7.0,1,-5.27472527472527,False,0,19,0.0
2014-03-20,,PRESIDENT,2,5.0,6,-5.63380281690141,False,0,19,0.0
2014-03-20,,PRESIDENT,2,5.0,6,-5.63380281690141,False,0,19,0.0
2014-03-20,REBEL,REGIME,4,-7.0,3,-5.27472527472527,False,0,19,0.0
2014-03-20,YEMEN,REGIME,4,-7.0,1,-5.27472527472527,False,0,19,0.0
2014-03-20,,YEMEN,3,-5.0,2,-5.63380281690141,False,0,19,0.0
2014-03-20,YEMEN,PRESIDENT,2,5.0,2,-5.63380281690141,False,0,19,0.0
2014-03-20,REGIME,REBEL,4,-7.0,3,-5.27472527472527,False,0,19,0.0
2014-03-20,,PRESIDENT,3,-5.0,6,-5.63380281690141,False,0,19,0.0
2014-03-20,YEMEN,PRESIDENT,3,-5.0,2,-5.63380281690141,False,0,19,0.0
2014-03-20,YEMEN,SHIITE,1,0.0,5,-8.10810810810811,False,0,19,0.0
2014-03-21,TERRORIST,,3,-7.0,10,-7.31707317073171,True,1,14,0.07142857142857142
2014-03-21,SUNNI,,4,-9.5,3,-5.3627760252366,False,1,14,0.07142857142857142
2014-03-21,SUNNI,YEMEN,4,-9.5,1,-5.3627760252366,False,1,14,0.07142857142857142
2014-03-21,SANAA,SHIA,3,-2.0,3,-10.3734439834025,False,1,14,0.07142857142857142
2014-03-21,SUNNI,YEMEN,4,-10.0,2,-5.3627760252366,False,1,14,0.07142857142857142
2014-03-21,,YEMEN,4,-10.0,2,-5.3627760252366,False,1,14,0.07142857142857142
2014-03-21,SUNNI,,4,-10.0,6,-5.3627760252366,False,1,14,0.07142857142857142
2014-03-21,YEMEN,,4,-10.0,2,-3.93794749403342,False,1,14,0.07142857142857142
2014-03-21,,YEMEN,3,-2.0,1,-10.3734439834025,False,1,14,0.07142857142857142
2014-03-21,YEMEN,SUNNI,4,-10.0,2,-5.3627760252366,False,1,14,0.07142857142857142
2014-03-21,YEMEN,,4,-9.5,1,-5.3627760252366,False,1,14,0.07142857142857142
2014-03-21,,SUNNI,4,-10.0,6,-5.3627760252366,False,1,14,0.07142857142857142
2014-03-21,YEMEN,,4,-10.0,2,-5.3627760252366,False,1,14,0.07142857142857142
2014-03-21,SHIA,YEMEN,3,-2.0,1,-10.3734439834025,False,1,14,0.07142857142857142
2014-03-22,YEMEN,YEMEN,3,-7.0,2,-2.55591054313099,True,3,22,0.13636363636363635
2014-03-22,YEMENI,MILITARY,2,8.3,2,-4.45544554455445,False,3,22,0.13636363636363635
2014-03-22,YEMEN,PRESIDENT,1,0.0,8,-2.55591054313099,False,3,22,0.13636363636363635
2014-03-22,YEMEN,GULF ARAB STATE,4,-9.5,4,-4.38247011952191,False,3,22,0.13636363636363635
2014-03-22,REBEL,,2,5.0,10,-3.58744394618834,False,3,22,0.13636363636363635
2014-03-22,REBEL,,2,5.0,10,-3.58744394618834,False,3,22,0.13636363636363635
2014-03-22,YEMENI,MILITARY,2,8.3,10,-4.45544554455445,False,3,22,0.13636363636363635
2014-03-22,YEMEN,SHIA,3,-7.0,6,-2.55591054313099,True,3,22,0.13636363636363635
2014-03-22,YEMEN,,4,-10.0,1,-5.60420315236427,False,3,22,0.13636363636363635
2014-03-22,,SUNNI,4,-10.0,8,-5.65217391304348,False,3,22,0.13636363636363635
2014-03-22,YEMEN,,4,-10.0,6,-1.08904462036979,False,3,22,0.13636363636363635
2014-03-22,YEMEN,IRAN,4,-10.0,4,-6.6796100462657,False,3,22,0.13636363636363635
2014-03-22,YEMEN,PRESIDENT,1,0.0,2,-2.55591054313099,False,3,22,0.13636363636363635
2014-03-22,,YEMEN,4,-10.0,6,-1.08904462036979,False,3,22,0.13636363636363635
2014-03-22,IRAN,YEMEN,4,-10.0,4,-6.6796100462657,False,3,22,0.13636363636363635
2014-03-22,GOVERNMENT,,3,-6.5,10,-4.16666666666666,False,3,22,0.13636363636363635
2014-03-22,YEMEN,,4,-10.0,2,-6.80628272251309,False,3,22,0.13636363636363635
2014-03-22,MUSLIM,SUNNI,4,-10.0,1,-5.52922590837283,False,3,22,0.13636363636363635
2014-03-22,YEMEN,,4,-10.0,4,-3.66108786610878,False,3,22,0.13636363636363635
2014-03-22,YEMEN,SHIA,3,-7.0,2,-2.55591054313099,True,3,22,0.13636363636363635
2014-03-22,YEMEN,,4,-10.0,1,-5.60420315236427,False,3,22,0.13636363636363635
2014-03-22,YEMEN,GULF ARAB STATE,4,-9.5,2,-5.52486187845304,False,3,22,0.13636363636363635
2014-03-23,YEMEN,GULF ARAB STATE,4,-9.5,2,-6.66666666666667,False,0,14,0.0
2014-03-23,CORPORATION,YEMEN,1,2.8,2,-0.23923444976076,False,0,14,0.0
2014-03-23,CORPORATION,YEMEN,1,1.9,2,-0.23923444976076,False,0,14,0.0
2014-03-23,YEMEN,CORPORATION,1,2.8,2,-0.23923444976076,False,0,14,0.0
2014-03-23,AL QAEDA,,4,-10.0,3,-7.36434108527132,False,0,14,0.0
2014-03-23,CAPTAIN,CORPORATION,1,2.8,6,-0.23923444976076,False,0,14,0.0
2014-03-23,YEMEN,REUTERS,4,-10.0,10,-5.859375,False,0,14,0.0
2014-03-23,YEMEN,CORPORATION,1,1.9,2,-0.23923444976076,False,0,14,0.0
2014-03-23,IRANIAN,REUTERS,1,3.5,1,-4.99445061043285,False,0,14,0.0
2014-03-23,CORPORATION,CAPTAIN,4,-5.0,6,-0.23923444976076,False,0,14,0.0
2014-03-23,,AL QAEDA,4,-10.0,3,-7.36434108527132,False,0,14,0.0
2014-03-23,YEMEN,CAPTAIN,4,-5.0,2,-0.23923444976076,False,0,14,0.0
2014-03-23,CORPORATION,CAPTAIN,1,1.9,6,-0.23923444976076,False,0,14,0.0
2014-03-23,CORPORATION,YEMEN,4,-5.0,2,-0.23923444976076,False,0,14,0.0
2014-03-24,PRESIDENT,SANAA,4,-9.5,5,-5.35714285714286,False,0,3,0.0
2014-03-24,YEMEN,,4,-9.5,2,-6.04838709677417,False,0,3,0.0
2014-03-24,IRANIAN,REUTERS,1,3.5,2,-4.8331415420023,False,0,3,0.0
2014-03-25,YEMEN,PERSIAN GULF,1,5.0,10,-6.10583446404342,False,0,18,0.0
2014-03-25,ISLAMIC,BARACK OBAMA,4,-10.0,16,-4.68384074941452,False,0,18,0.0
2014-03-25,BARACK OBAMA,ISLAMIC,4,-10.0,4,-4.68384074941452,False,0,18,0.0
2014-03-25,REBEL,SANAA,4,-9.5,3,-4.40771349862259,False,0,18,0.0
2014-03-25,YEMEN,UNITED NATIONS,1,5.0,10,-6.10583446404342,False,0,18,0.0
2014-03-25,IRAN,ADEN,1,1.9,2,-3.15186246418338,False,0,18,0.0
2014-03-25,IRANIAN,YEMEN,4,-9.5,2,-6.11510791366907,False,0,18,0.0
2014-03-25,YEMEN,UNITED NATIONS,2,7.0,10,-6.10583446404342,False,0,18,0.0
2014-03-25,SANAA,,4,-9.5,20,-1.74800543201494,False,0,18,0.0
2014-03-25,MILITANT,,4,-9.5,10,-4.41882804995197,False,0,18,0.0
2014-03-25,,PRESIDENT,4,-5.0,10,-4.40771349862259,False,0,18,0.0
2014-03-25,ADEN,IRAN,1,2.8,2,-3.15186246418338,False,0,18,0.0
2014-03-25,BARACK OBAMA,ISLAMIC,4,-10.0,16,-4.68384074941452,False,0,18,0.0
2014-03-25,ISLAMIC,BARACK OBAMA,4,-10.0,4,-4.68384074941452,False,0,18,0.0
2014-03-25,ISLAM,SANAA,4,-9.5,3,-4.40771349862259,False,0,18,0.0
2014-03-25,OBAMA,YEMEN,4,-10.0,20,-3.57142857142857,False,0,18,0.0
2014-03-25,YEMEN,PERSIAN GULF,2,7.0,10,-6.10583446404342,False,0,18,0.0
2014-03-25,BARACK OBAMA,YEMEN,1,3.4,20,-4.68384074941452,False,0,18,0.0
2014-03-26,SABAH,,1,1.9,2,0.18621973929236,False,0,19,0.0
2014-03-26,OBAMA,YEMEN,1,0.4,5,-0.873362445414851,False,0,19,0.0
2014-03-26,YEMEN,,3,-6.5,1,-5.83554376657825,False,0,19,0.0
2014-03-26,,SABAH,1,1.9,2,0.18621973929236,False,0,19,0.0
2014-03-26,YEMEN,,1,3.0,10,-5.36649214659686,False,0,19,0.0
2014-03-26,YEMEN,,4,-5.0,2,-8.50340136054422,False,0,19,0.0
2014-03-26,YEMEN,GOVERNMENT,1,3.4,3,-4.29752066115703,False,0,19,0.0
2014-03-26,IRANIAN,REUTERS,1,3.4,1,-2.14190093708166,False,0,19,0.0
2014-03-26,,SABAH,1,2.8,2,0.18621973929236,False,0,19,0.0
2014-03-26,EXPORTER,YEMEN,1,3.0,8,-5.01355013550136,False,0,19,0.0
2014-03-26,ALI ABDULLAH SALEH,,3,-2.0,10,-2.29885057471264,False,0,19,0.0
2014-03-26,DUBAI,YEMEN,1,3.0,24,-4.8620839553068,False,0,19,0.0
2014-03-26,SHIA,YEMEN,3,-6.5,1,-5.83554376657825,False,0,19,0.0
2014-03-26,SANAA,,4,-9.5,8,-4.92487479131886,False,0,19,0.0
2014-03-26,SHIA,,3,-6.5,3,-5.83554376657825,False,0,19,0.0
2014-03-26,YEMEN,GOVERNMENT,1,3.4,5,-4.29752066115703,False,0,19,0.0
2014-03-26,BEIRUT,CHRISTIAN,4,-10.0,10,-2.98245614035088,False,0,19,0.0
2014-03-26,DUBAI,YEMEN,1,3.0,2,-4.52039691289967,False,0,19,0.0
2014-03-26,SABAH,,1,2.8,2,0.18621973929236,False,0,19,0.0
2014-03-27,OBAMA,YEMEN,4,-10.0,10,-1.56739811912226,False,1,19,0.05263157894736842
2014-03-27,MILITIA,YEMEN,1,2.8,4,-0.9291534020396,False,1,19,0.05263157894736842
2014-03-27,TEHERAN,SANA,1,2.8,3,-2.00007211548621,False,1,19,0.05263157894736842
2014-03-27,SANA,TEHERAN,1,1.9,3,-2.00007211548621,False,1,19,0.05263157894736842
2014-03-27,OBAMA,YEMEN,1,0.4,5,-0.96051227321238,False,1,19,0.05263157894736842
2014-03-27,YEMEN,PRESIDENT,1,3.4,10,-3.42298288508558,False,1,19,0.05263157894736842
2014-03-27,YEMEN,MILITIA,1,1.9,4,-0.9291534020396,False,1,19,0.05263157894736842
2014-03-27,YEMEN,GOVERNMENT,1,3.4,3,-3.88127853881278,False,1,19,0.05263157894736842
2014-03-27,YEMEN,,2,6.0,4,-2.10924824229313,False,1,19,0.05263157894736842
